Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35003	Ancaster--Dundas--Flamborough--Westdale	Ancaster--Dundas--Flamborough--Westdale	Conservative Party of Canada	Parti conservateur du Canada	Sweet	David		(905) 627-8345	01-Apr-2011	04:44:00
35004	Barrie	Barrie	Conservative Party of Canada	Parti conservateur du Canada	Brown	Patrick		(705) 503-4242	01-Apr-2011	05:50:00
35004	Barrie	Barrie	New Democratic Party	Nouveau Parti démocratique	Clark	Myrna			01-Apr-2011	10:30:00
35004	Barrie	Barrie	Green Party of Canada	Le Parti Vert du Canada	Jacoby-Hawkins	Erich			01-Apr-2011	10:05:00
35004	Barrie	Barrie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Nugent	Christine		(416) 253-4475	08-Apr-2011	04:12:00
35004	Barrie	Barrie	Libertarian Party of Canada	Parti Libertarien du Canada	Roskam	Darren		(416) 283-7589	11-Apr-2011	12:19:00
35004	Barrie	Barrie	Canadian Action Party	Parti action canadienne	Sakula	Jeff		(705) 727-9827	01-Apr-2011	05:23:00
35004	Barrie	Barrie	Liberal Party of Canada	Parti libéral du Canada	Wilson	Colin			02-Apr-2011	10:00:00
35005	Beaches--East York	Beaches--East York	Conservative Party of Canada	Parti conservateur du Canada	Burrows	Bill		(647) 349-2011	04-Apr-2011	07:16:00
35005	Beaches--East York	Beaches--East York	Green Party of Canada	Le Parti Vert du Canada	Cameron	Aaron		(416) 655-7609	02-Apr-2011	06:12:00
35005	Beaches--East York	Beaches--East York	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Carter	Roger		(416) 253-4475	09-Apr-2011	12:40:00
35005	Beaches--East York	Beaches--East York	New Democratic Party	Nouveau Parti démocratique	Kellway	Matthew		(647) 350-6289	01-Apr-2011	08:46:00
35005	Beaches--East York	Beaches--East York	Liberal Party of Canada	Parti libéral du Canada	Minna	Maria		(416) 424-4000	01-Apr-2011	08:45:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chilelli	Frank		(416) 253-4475	08-Apr-2011	09:30:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Conservative Party of Canada	Parti conservateur du Canada	Gosal	Bal		(905) 791-0665	01-Apr-2011	06:17:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Liberal Party of Canada	Parti libéral du Canada	Malhi	Gurbax S.		(905) 790-9997	01-Apr-2011	09:08:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Green Party of Canada	Le Parti Vert du Canada	Moulton	John R.A.		(905) 598-4323	11-Apr-2011	09:15:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	New Democratic Party	Nouveau Parti démocratique	Singh	Jagmeet		(905) 612-0955	06-Apr-2011	01:36:00
35007	Brampton--Springdale	Brampton--Springdale	Liberal Party of Canada	Parti libéral du Canada	Dhalla	Ruby		(905) 874-8338	07-Apr-2011	06:40:00
35007	Brampton--Springdale	Brampton--Springdale	Conservative Party of Canada	Parti conservateur du Canada	Gill	Parm		(905) 595-1365	01-Apr-2011	02:27:00
35007	Brampton--Springdale	Brampton--Springdale	New Democratic Party	Nouveau Parti démocratique	Grewal	Manjit		(647) 624-7369	01-Apr-2011	05:08:00
35007	Brampton--Springdale	Brampton--Springdale	Green Party of Canada	Le Parti Vert du Canada	Hoffberg	Mark		(416) 919-5471	10-Apr-2011	02:01:00
35007	Brampton--Springdale	Brampton--Springdale	Communist Party of Canada	Parti communiste du Canada	Rowley	Elizabeth		(647) 818-6880	07-Apr-2011	05:40:00
35008	Brampton West	Brampton-Ouest	Liberal Party of Canada	Parti libéral du Canada	Kania	Andrew		(905) 451-6400	04-Apr-2011	09:58:00
35008	Brampton West	Brampton-Ouest	Independent	Indépendant	Koum Njoh	Theodore			06-Apr-2011	04:22:00
35008	Brampton West	Brampton-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Seeback	Kyle		(905) 846-0770	02-Apr-2011	04:16:00
35008	Brampton West	Brampton-Ouest	New Democratic Party	Nouveau Parti démocratique	Shergill	Jagtar		(416) 879-0963	04-Apr-2011	10:10:00
35008	Brampton West	Brampton-Ouest	Green Party of Canada	Le Parti Vert du Canada	Soor	Avtaar		(416) 219-0210	07-Apr-2011	08:13:00
35009	Brant	Brant	Independent	Indépendant	Bory	Leslie		(519) 443-6729	02-Apr-2011	02:25:00
35009	Brant	Brant	Green Party of Canada	Le Parti Vert du Canada	Fueten	Nora		(519) 770-5305	02-Apr-2011	01:20:00
35009	Brant	Brant	New Democratic Party	Nouveau Parti démocratique	Laferriere	Marc		(519) 751-9111	01-Apr-2011	11:30:00
35009	Brant	Brant	Conservative Party of Canada	Parti conservateur du Canada	McColeman	Phil		(519) 770-4870	31-Mar-2011	07:10:00
35009	Brant	Brant	Independent	Indépendant	Sitko	Martin		(519) 756-7113	05-Apr-2011	10:30:00
35009	Brant	Brant	Liberal Party of Canada	Parti libéral du Canada	St. Amand	Lloyd		(519) 756-3555	05-Apr-2011	04:55:00
35010	Burlington	Burlington	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Baetz	Elaine		(416) 253-4475	06-Apr-2011	12:00:00
35010	Burlington	Burlington	Liberal Party of Canada	Parti libéral du Canada	Brierley	Alyssa		(905) 637-8909	04-Apr-2011	01:15:00
35010	Burlington	Burlington	New Democratic Party	Nouveau Parti démocratique	Laird	David		(905) 331-0589	05-Apr-2011	09:15:00
35010	Burlington	Burlington	Green Party of Canada	Le Parti Vert du Canada	Mayberry	Graham Reid			04-Apr-2011	04:30:00
35010	Burlington	Burlington	Conservative Party of Canada	Parti conservateur du Canada	Wallace	Mike		(905) 681-0410	02-Apr-2011	02:00:00
35011	Cambridge	Cambridge	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Couto	Manuel		(416) 253-4475	08-Apr-2011	08:31:00
35011	Cambridge	Cambridge	New Democratic Party	Nouveau Parti démocratique	Galvao	Susan		(226) 473-1001	04-Apr-2011	08:07:00
35011	Cambridge	Cambridge	Conservative Party of Canada	Parti conservateur du Canada	Goodyear	Gary		(226) 201-0072	08-Apr-2011	11:10:00
35011	Cambridge	Cambridge	Green Party of Canada	Le Parti Vert du Canada	Malette	Jacques		(519) 239-4142	08-Apr-2011	06:13:00
35011	Cambridge	Cambridge	Liberal Party of Canada	Parti libéral du Canada	May	Bryan		(519) 623-6012	07-Apr-2011	11:55:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	Green Party of Canada	Le Parti Vert du Canada	Hogg	John		(613) 406-8310	01-Apr-2011	07:30:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	Liberal Party of Canada	Parti libéral du Canada	McCrimmon	Karen		(613) 383-0254	01-Apr-2011	06:05:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	Conservative Party of Canada	Parti conservateur du Canada	O'Connor	Gordon		(613) 271-0592	02-Apr-2011	02:00:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	New Democratic Party	Nouveau Parti démocratique	Peters	Erin		(613) 832-2913	04-Apr-2011	06:44:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	Liberal Party of Canada	Parti libéral du Canada	Daudlin	Matt		(519) 397-3855	06-Apr-2011	10:05:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	New Democratic Party	Nouveau Parti démocratique	Franko	Ron		(519) 397-1428	04-Apr-2011	01:54:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	Green Party of Canada	Le Parti Vert du Canada	Hodgson	Robert			31-Mar-2011	08:00:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	Conservative Party of Canada	Parti conservateur du Canada	Van Kesteren	Dave		(226) 626-2557	01-Apr-2011	02:50:00
35014	Durham	Durham	Libertarian Party of Canada	Parti Libertarien du Canada	Barnicoat	Blaize		(905) 983-8285	10-Apr-2011	03:35:00
35014	Durham	Durham	Liberal Party of Canada	Parti libéral du Canada	Humes	Grant		(905) 419-1574	01-Apr-2011	06:50:00
35014	Durham	Durham	Green Party of Canada	Le Parti Vert du Canada	Leahy	Stephen			01-Apr-2011	08:27:00
35014	Durham	Durham	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Moriarity	Andrew		(905) 697-3387	06-Apr-2011	06:55:00
35014	Durham	Durham	Conservative Party of Canada	Parti conservateur du Canada	Oda	Bev		(855) 888-3632	02-Apr-2011	04:31:00
35014	Durham	Durham	New Democratic Party	Nouveau Parti démocratique	Schoep	Tammy		(905) 434-0491	02-Apr-2011	06:10:00
35015	Davenport	Davenport	New Democratic Party	Nouveau Parti démocratique	Cash	Andrew		(416) 539-8660	03-Apr-2011	03:51:00
35015	Davenport	Davenport	Communist Party of Canada	Parti communiste du Canada	Figueroa	Miguel		(416) 469-2446	09-Apr-2011	10:45:00
35015	Davenport	Davenport	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Luisi	Simon			07-Apr-2011	02:01:00
35015	Davenport	Davenport	Conservative Party of Canada	Parti conservateur du Canada	Rodrigues	Theresa		(416) 534-7026	07-Apr-2011	09:29:00
35015	Davenport	Davenport	Green Party of Canada	Le Parti Vert du Canada	Scott	Wayne			06-Apr-2011	11:03:00
35015	Davenport	Davenport	Liberal Party of Canada	Parti libéral du Canada	Silva	Mario		(416) 654-4560	07-Apr-2011	10:33:00
35016	Don Valley East	Don Valley-Est	Conservative Party of Canada	Parti conservateur du Canada	Daniel	Joe		(647) 624-6678	02-Apr-2011	12:55:00
35016	Don Valley East	Don Valley-Est	New Democratic Party	Nouveau Parti démocratique	Hynes	Mary Trapani		(416) 444-9737	03-Apr-2011	03:45:00
35016	Don Valley East	Don Valley-Est	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Kidd	Ryan		(416) 497-9309	07-Apr-2011	07:00:00
35016	Don Valley East	Don Valley-Est	Liberal Party of Canada	Parti libéral du Canada	Ratansi	Yasmin		(416) 615-1868	05-Apr-2011	02:00:00
35016	Don Valley East	Don Valley-Est	Green Party of Canada	Le Parti Vert du Canada	Sadikali	Akil		(647) 822-6941	09-Apr-2011	02:30:00
35017	Don Valley West	Don Valley-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Carmichael	John		(416) 444-3336	02-Apr-2011	10:45:00
35017	Don Valley West	Don Valley-Ouest	Communist Party of Canada	Parti communiste du Canada	Kabitsis	Dimitris		(416) 469-2446	05-Apr-2011	08:40:00
35017	Don Valley West	Don Valley-Ouest	Liberal Party of Canada	Parti libéral du Canada	Oliphant	Rob		(416) 421-6515	03-Apr-2011	04:04:00
35017	Don Valley West	Don Valley-Ouest	Green Party of Canada	Le Parti Vert du Canada	Wilcock	Georgina		(416) 222-1713	02-Apr-2011	10:00:00
35017	Don Valley West	Don Valley-Ouest	New Democratic Party	Nouveau Parti démocratique	Yovanoff	Nicole			08-Apr-2011	05:40:00
35018	Dufferin--Caledon	Dufferin--Caledon	New Democratic Party	Nouveau Parti démocratique	Parsons	Leslie			03-Apr-2011	01:45:00
35018	Dufferin--Caledon	Dufferin--Caledon	Liberal Party of Canada	Parti libéral du Canada	Prout	Bill		(519) 942-3046	07-Apr-2011	02:00:00
35018	Dufferin--Caledon	Dufferin--Caledon	Conservative Party of Canada	Parti conservateur du Canada	Tilson	David		(519) 941-4114	02-Apr-2011	02:15:00
35018	Dufferin--Caledon	Dufferin--Caledon	Green Party of Canada	Le Parti Vert du Canada	Van Leeuwen	Ard		1 877 553-0482	02-Apr-2011	05:00:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	Green Party of Canada	Le Parti Vert du Canada	Baker	Paul William			06-Apr-2011	02:19:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	New Democratic Party	Nouveau Parti démocratique	Chatwin	Justin			06-Apr-2011	06:10:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	Conservative Party of Canada	Parti conservateur du Canada	Oliver	Joe		(416) 534-0033	03-Apr-2011	01:45:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	Liberal Party of Canada	Parti libéral du Canada	Volpe	Joe		(416) 781-0854	01-Apr-2011	05:15:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Canadian Action Party	Parti action canadienne	Arlow	Will		(519) 852-8279	09-Apr-2011	05:10:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Green Party of Canada	Le Parti Vert du Canada	Fisher	John		(519) 785-0203	07-Apr-2011	03:50:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Hiemstra	Carl		(519) 614-2477	01-Apr-2011	08:10:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Conservative Party of Canada	Parti conservateur du Canada	Preston	Joe		(519) 633-3333	02-Apr-2011	11:50:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	New Democratic Party	Nouveau Parti démocratique	Sinclair	Fred		(519) 633-0005	04-Apr-2011	04:45:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Liberal Party of Canada	Parti libéral du Canada	Warwick	Graham		(519) 200-8548	01-Apr-2011	06:40:00
35021	Essex	Essex	Green Party of Canada	Le Parti Vert du Canada	Carriveau	Cora			08-Apr-2011	12:20:00
35021	Essex	Essex	New Democratic Party	Nouveau Parti démocratique	Natyshak	Taras		(519) 776-7122	01-Apr-2011	10:55:00
35021	Essex	Essex	Liberal Party of Canada	Parti libéral du Canada	Santos	Nelson		(519) 962-5974	01-Apr-2011	12:15:00
35021	Essex	Essex	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Villamizar	Enver		(519) 991-5516	08-Apr-2011	10:30:00
35021	Essex	Essex	Conservative Party of Canada	Parti conservateur du Canada	Watson	Jeff		(519) 776-1414	07-Apr-2011	05:10:00
35022	Etobicoke Centre	Etobicoke-Centre	Conservative Party of Canada	Parti conservateur du Canada	Opitz	Ted		(416) 243-6111	04-Apr-2011	02:55:00
35022	Etobicoke Centre	Etobicoke-Centre	New Democratic Party	Nouveau Parti démocratique	Rivero	Ana Maria		(416) 242-3481	08-Apr-2011	09:00:00
35022	Etobicoke Centre	Etobicoke-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Thompson	Sarah		(416) 253-4475	08-Apr-2011	05:40:00
35022	Etobicoke Centre	Etobicoke-Centre	Liberal Party of Canada	Parti libéral du Canada	Wrzesnewskyj	Borys		(416) 621-1060	02-Apr-2011	01:50:00
35022	Etobicoke Centre	Etobicoke-Centre	Green Party of Canada	Le Parti Vert du Canada	Zoricic	Katarina		(647) 234-9166	08-Apr-2011	01:00:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Green Party of Canada	Le Parti Vert du Canada	Corail	Dave		(416) 880-4505	03-Apr-2011	02:39:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	New Democratic Party	Nouveau Parti démocratique	Erickson	Michael		(416) 546-2734	04-Apr-2011	11:10:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Liberal Party of Canada	Parti libéral du Canada	Ignatieff	Michael		(416) 233-0330	03-Apr-2011	02:25:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Murray	Janice		(416) 253-4475	07-Apr-2011	04:40:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Conservative Party of Canada	Parti conservateur du Canada	Trottier	Bernard		(416) 255-9111	04-Apr-2011	09:00:00
35024	Etobicoke North	Etobicoke-Nord	New Democratic Party	Nouveau Parti démocratique	Andrews	Diana		(416) 745-9755	02-Apr-2011	05:17:00
35024	Etobicoke North	Etobicoke-Nord	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Di Carlo	Anna		(416) 253-4475	06-Apr-2011	12:23:00
35024	Etobicoke North	Etobicoke-Nord	Liberal Party of Canada	Parti libéral du Canada	Duncan	Kirsty		(416) 479-8630	02-Apr-2011	10:55:00
35024	Etobicoke North	Etobicoke-Nord	Libertarian Party of Canada	Parti Libertarien du Canada	Dvornyak	Alex			08-Apr-2011	05:10:00
35024	Etobicoke North	Etobicoke-Nord	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Gardner	John C.		(416) 741-6891	11-Apr-2011	11:15:00
35024	Etobicoke North	Etobicoke-Nord	Conservative Party of Canada	Parti conservateur du Canada	Lamba	Priti		(416) 747-7484	02-Apr-2011	02:20:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Liberal Party of Canada	Parti libéral du Canada	Bourgeois	Julie		1 888 855-7815	05-Apr-2011	09:10:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Libertarian Party of Canada	Parti Libertarien du Canada	Brisson	Jean-Serge		(613) 443-5423	12-Apr-2011	01:45:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Conservative Party of Canada	Parti conservateur du Canada	Lemieux	Pierre		(613) 446-0052	05-Apr-2011	08:45:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Green Party of Canada	Le Parti Vert du Canada	Lemieux	Sylvie		(613) 859-6333	03-Apr-2011	08:30:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	New Democratic Party	Nouveau Parti démocratique	Séguin	Denis A.		(613) 443-9092	05-Apr-2011	09:05:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	New Democratic Party	Nouveau Parti démocratique	Gventer	Karen		(519) 374-4787	05-Apr-2011	03:46:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Green Party of Canada	Le Parti Vert du Canada	Hogbin	Emma		(519) 416-3662	01-Apr-2011	06:46:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Liberal Party of Canada	Parti libéral du Canada	Love	Kimberley		(519) 376-3383	31-Mar-2011	10:32:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Conservative Party of Canada	Parti conservateur du Canada	Miller	Larry		(519) 371-4720	02-Apr-2011	12:56:00
35027	Guelph	Guelph	Libertarian Party of Canada	Parti Libertarien du Canada	Bender	Philip		(905) 703-6248	11-Apr-2011	10:30:00
35027	Guelph	Guelph	Conservative Party of Canada	Parti conservateur du Canada	Burke	Marty		(519) 400-7739	31-Mar-2011	04:00:00
35027	Guelph	Guelph	Communist Party of Canada	Parti communiste du Canada	Garvie	Drew		(519) 767-8411	08-Apr-2011	08:50:00
35027	Guelph	Guelph	Marijuana Party	Parti Marijuana	Klevering	Kornelis		(519) 837-0692	11-Apr-2011	07:10:00
35027	Guelph	Guelph	Green Party of Canada	Le Parti Vert du Canada	Lawson	John		(519) 265-4099	01-Apr-2011	05:00:00
35027	Guelph	Guelph	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Levenson	Karen		(519) 830-4414	09-Apr-2011	02:45:00
35027	Guelph	Guelph	New Democratic Party	Nouveau Parti démocratique	Stewart	Bobbi		(519) 820-1941	03-Apr-2011	03:15:00
35027	Guelph	Guelph	Liberal Party of Canada	Parti libéral du Canada	Valeriote	Frank		(519) 837-2651	01-Apr-2011	03:00:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Elgersma	Steven		(905) 774-3256	04-Apr-2011	03:26:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Green Party of Canada	Le Parti Vert du Canada	Faulkner	Anne		(519) 426-7414	04-Apr-2011	03:17:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Conservative Party of Canada	Parti conservateur du Canada	Finley	Diane		(519) 420-1022	02-Apr-2011	10:40:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	New Democratic Party	Nouveau Parti démocratique	Nichols	Ian		(519) 420-8637	06-Apr-2011	03:40:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Liberal Party of Canada	Parti libéral du Canada	Speller	Bob		(519) 426-4707	31-Mar-2011	05:06:00
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Conservative Party of Canada	Parti conservateur du Canada	Devolin	Barry		(705) 328-0272	05-Apr-2011	09:57:00
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	New Democratic Party	Nouveau Parti démocratique	Edwards	Lyn			06-Apr-2011	04:30:00
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Green Party of Canada	Le Parti Vert du Canada	Lauten	Susanne		(705) 738-5507	01-Apr-2011	04:58:00
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Liberal Party of Canada	Parti libéral du Canada	Redman	Laura		(705) 328-9369	05-Apr-2011	07:51:00
35030	Halton	Halton	New Democratic Party	Nouveau Parti démocratique	Heroux	Pat		(905) 335-2649	02-Apr-2011	09:26:00
35030	Halton	Halton	Liberal Party of Canada	Parti libéral du Canada	Laurin-Bowie	Connie		(905) 693-6111	05-Apr-2011	02:00:00
35030	Halton	Halton	Conservative Party of Canada	Parti conservateur du Canada	Raitt	Lisa		(905) 636-8764	31-Mar-2011	10:18:00
35030	Halton	Halton	Green Party of Canada	Le Parti Vert du Canada	Remigio	Judi		(905) 693-1993	02-Apr-2011	05:36:00
35030	Halton	Halton	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Rodrigues	Tony		(416) 346-3901	06-Apr-2011	08:45:00
35031	Hamilton Centre	Hamilton-Centre	Marijuana Party	Parti Marijuana	Baldasaro	Michael		(905) 522-3247	12-Apr-2011	09:26:00
35031	Hamilton Centre	Hamilton-Centre	Conservative Party of Canada	Parti conservateur du Canada	Byron	Jim		(905) 667-2995	03-Apr-2011	02:15:00
35031	Hamilton Centre	Hamilton-Centre	New Democratic Party	Nouveau Parti démocratique	Christopherson	David		(905) 581-5554	01-Apr-2011	01:08:00
35031	Hamilton Centre	Hamilton-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Nussey	Lisa		(416) 253-4475	08-Apr-2011	06:05:00
35031	Hamilton Centre	Hamilton-Centre	Liberal Party of Canada	Parti libéral du Canada	Tennier	Anne		(905) 912-8562	02-Apr-2011	04:30:00
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Conservative Party of Canada	Parti conservateur du Canada	Clark	Brad		(905) 662-0977	10-Apr-2011	12:01:00
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Fields	Wendell			09-Apr-2011	03:03:00
