Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
24073	Vaudreuil-Soulanges	Vaudreuil-Soulanges	Liberal Party of Canada	Parti libéral du Canada	Legault	Brigitte		(514) 764-8601	18-Sep-2008	02:40:00
24073	Vaudreuil-Soulanges	Vaudreuil-Soulanges	Green Party of Canada	Le Parti Vert du Canada	Massenet	Jean-Yves		(450) 853-0506	19-Sep-2008	08:08:00
24074	Verchères--Les Patriotes	Verchères--Les Patriotes	Conservative Party of Canada	Parti conservateur du Canada	Dussault	Benoît		(514) 974-6735	12-Sep-2008	07:25:00
24074	Verchères--Les Patriotes	Verchères--Les Patriotes	New Democratic Party	Nouveau Parti démocratique	Fortin	Raphaël		(450) 449-9076	18-Sep-2008	06:33:00
24074	Verchères--Les Patriotes	Verchères--Les Patriotes	Liberal Party of Canada	Parti libéral du Canada	Fournier	François			20-Sep-2008	03:18:00
24074	Verchères--Les Patriotes	Verchères--Les Patriotes	Bloc Québécois	Bloc Québécois	Malo	Luc		(450) 652-6550	13-Sep-2008	08:15:00
24074	Verchères--Les Patriotes	Verchères--Les Patriotes	Green Party of Canada	Le Parti Vert du Canada	Morel	Annie		(514) 717-1996	22-Sep-2008	12:40:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Conservative Party of Canada	Parti conservateur du Canada	Dufort	Guy		(514) 846-8180	19-Sep-2008	04:50:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Liberal Party of Canada	Parti libéral du Canada	Garneau	Marc		(514) 931-6272	14-Sep-2008	12:00:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Green Party of Canada	Le Parti Vert du Canada	Genest	Claude William		(514) 481-7222	22-Sep-2008	08:50:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	New Democratic Party	Nouveau Parti démocratique	Lagacé Dowson	Anne		(514) 369-0277	14-Sep-2008	04:00:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Bloc Québécois	Bloc Québécois	Larivée	Charles		(514) 933-5868	18-Sep-2008	06:30:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Independent	Indépendant	Rovins	David Sommer		(450) 229-2647	16-Sep-2008	11:50:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Communist Party of Canada	Parti communiste du Canada	Sloan	Bill		(514) 289-9877	22-Sep-2008	08:15:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Linda		(514) 522-1373	22-Sep-2008	07:57:00
24075	Westmount--Ville-Marie	Westmount--Ville-Marie	neorhino.ca	neorhino.ca	Vienneau	Judith		(517) 272-4613	22-Sep-2008	07:20:00
35001	Ajax--Pickering	Ajax--Pickering	Green Party of Canada	Le Parti Vert du Canada	Harilaid	Mike		(289) 892-2806	18-Sep-2008	03:07:00
35001	Ajax--Pickering	Ajax--Pickering	Liberal Party of Canada	Parti libéral du Canada	Holland	Mark		(905) 424-7719	17-Sep-2008	09:58:00
35001	Ajax--Pickering	Ajax--Pickering	Conservative Party of Canada	Parti conservateur du Canada	Johnson	Rick		(905) 424-7706	13-Sep-2008	11:04:00
35001	Ajax--Pickering	Ajax--Pickering	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Norng	Kevin		(905) 649-5689	17-Sep-2008	10:37:00
35001	Ajax--Pickering	Ajax--Pickering	New Democratic Party	Nouveau Parti démocratique	Thavarajasoorier	Bala		(905) 686-1671	19-Sep-2008	03:05:00
35001	Ajax--Pickering	Ajax--Pickering	Libertarian Party of Canada	Parti Libertarien du Canada	Wilson	Stephanie		(905) 239-5077	20-Sep-2008	05:25:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	New Democratic Party	Nouveau Parti démocratique	Hughes	Carol			12-Sep-2008	01:45:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	Conservative Party of Canada	Parti conservateur du Canada	Musgrove	Dianne		(705) 848-5648	19-Sep-2008	02:00:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	Green Party of Canada	Le Parti Vert du Canada	Rekmans	Lorraine		(705) 849-0082	12-Sep-2008	01:45:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	Liberal Party of Canada	Parti libéral du Canada	St. Denis	Brent		1 877 273-6815	20-Sep-2008	02:00:00
35003	Ancaster--Dundas--Flamborough--Westdale	Ancaster--Dundas--Flamborough--Westdale	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Ghaddar	Jamilé		(905) 387-7434	17-Sep-2008	06:43:00
35003	Ancaster--Dundas--Flamborough--Westdale	Ancaster--Dundas--Flamborough--Westdale	New Democratic Party	Nouveau Parti démocratique	Guyatt	Gordon		(905) 525-3251	14-Sep-2008	01:30:00
35003	Ancaster--Dundas--Flamborough--Westdale	Ancaster--Dundas--Flamborough--Westdale	Liberal Party of Canada	Parti libéral du Canada	MacFarlane-VanderBeek	Arlene		(905) 628-9834	17-Sep-2008	06:46:00
35003	Ancaster--Dundas--Flamborough--Westdale	Ancaster--Dundas--Flamborough--Westdale	Green Party of Canada	Le Parti Vert du Canada	Ormond	Peter			12-Sep-2008	04:27:00
35003	Ancaster--Dundas--Flamborough--Westdale	Ancaster--Dundas--Flamborough--Westdale	Conservative Party of Canada	Parti conservateur du Canada	Sweet	David		(905) 628-4218	12-Sep-2008	03:00:00
35004	Barrie	Barrie	Conservative Party of Canada	Parti conservateur du Canada	Brown	Patrick		(705) 719-9525	11-Sep-2008	02:40:00
35004	Barrie	Barrie	New Democratic Party	Nouveau Parti démocratique	Clark	Myrna			11-Sep-2008	05:50:00
35004	Barrie	Barrie	Libertarian Party of Canada	Parti Libertarien du Canada	Fabrizio	Paolo			21-Sep-2008	03:21:00
35004	Barrie	Barrie	Green Party of Canada	Le Parti Vert du Canada	Jacoby-Hawkins	Erich		(705) 719-7606	14-Sep-2008	03:45:00
35004	Barrie	Barrie	Liberal Party of Canada	Parti libéral du Canada	Jones	Rick		(705) 792-6037	17-Sep-2008	04:30:00
35004	Barrie	Barrie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Nugent	Christine Anne			15-Sep-2008	06:00:00
35005	Beaches--East York	Beaches--East York	Conservative Party of Canada	Parti conservateur du Canada	Alleslev	Caroline		(647) 827-1265	14-Sep-2008	03:16:00
35005	Beaches--East York	Beaches--East York	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Carter	Roger		(416) 253-4475	18-Sep-2008	03:04:00
35005	Beaches--East York	Beaches--East York	New Democratic Party	Nouveau Parti démocratique	Churley	Marilyn		(416) 466-0549	16-Sep-2008	10:06:00
35005	Beaches--East York	Beaches--East York	Green Party of Canada	Le Parti Vert du Canada	Markovski	Zoran		(647) 436-1826	13-Sep-2008	02:20:00
35005	Beaches--East York	Beaches--East York	Liberal Party of Canada	Parti libéral du Canada	Minna	Maria		(416) 429-3762	14-Sep-2008	12:12:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Conservative Party of Canada	Parti conservateur du Canada	Ambler	Stella		(905) 458-4838	12-Sep-2008	12:42:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chilelli	Frank		(416) 253-4475	18-Sep-2008	04:45:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Liberal Party of Canada	Parti libéral du Canada	Malhi	Gurbax S.		(905) 792-9836	12-Sep-2008	10:59:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	Green Party of Canada	Le Parti Vert du Canada	Pajot	Mark		(416) 455-0105	19-Sep-2008	06:10:00
35006	Bramalea--Gore--Malton	Bramalea--Gore--Malton	New Democratic Party	Nouveau Parti démocratique	Puniya	Jash		(416) 840-9727	17-Sep-2008	08:32:00
35007	Brampton--Springdale	Brampton--Springdale	Liberal Party of Canada	Parti libéral du Canada	Dhalla	Ruby		(905) 874-8338	17-Sep-2008	07:37:00
35007	Brampton--Springdale	Brampton--Springdale	Green Party of Canada	Le Parti Vert du Canada	Finlay	Dave			19-Sep-2008	03:21:00
35007	Brampton--Springdale	Brampton--Springdale	Conservative Party of Canada	Parti conservateur du Canada	Gill	Parm		(905) 796-1950	12-Sep-2008	05:16:00
35007	Brampton--Springdale	Brampton--Springdale	Communist Party of Canada	Parti communiste du Canada	Kabitsis	Dimitrios		(416) 469-2446	20-Sep-2008	12:31:00
35007	Brampton--Springdale	Brampton--Springdale	New Democratic Party	Nouveau Parti démocratique	Singh	Mani			17-Sep-2008	04:33:00
35008	Brampton West	Brampton-Ouest	Green Party of Canada	Le Parti Vert du Canada	Chmelyk	Patti		(905) 457-9850	20-Sep-2008	12:20:00
35008	Brampton West	Brampton-Ouest	Liberal Party of Canada	Parti libéral du Canada	Kania	Andrew		(905) 495-6682	19-Sep-2008	12:01:00
35008	Brampton West	Brampton-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Seeback	Kyle		(905) 846-0770	16-Sep-2008	04:25:00
35008	Brampton West	Brampton-Ouest	New Democratic Party	Nouveau Parti démocratique	Shergill	Jagtar		(905) 670-0505	15-Sep-2008	10:45:00
35009	Brant	Brant	Green Party of Canada	Le Parti Vert du Canada	Fueten	Nora		(519) 757-1823	13-Sep-2008	11:35:00
35009	Brant	Brant	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Gots	John G.		(519) 583-0277	18-Sep-2008	02:40:00
35009	Brant	Brant	Conservative Party of Canada	Parti conservateur du Canada	McColeman	Phil		(519) 754-1055	16-Sep-2008	02:45:00
35009	Brant	Brant	Liberal Party of Canada	Parti libéral du Canada	St. Amand	Lloyd		(519) 752-9157	13-Sep-2008	11:00:00
35009	Brant	Brant	New Democratic Party	Nouveau Parti démocratique	Van Tilborg	Brian		(519) 751-9111	17-Sep-2008	09:05:00
35010	Burlington	Burlington	New Democratic Party	Nouveau Parti démocratique	Laird	David		(905) 769-4251	19-Sep-2008	01:30:00
35010	Burlington	Burlington	Green Party of Canada	Le Parti Vert du Canada	Mellish	Marnie		(905) 632-9470	17-Sep-2008	12:30:00
35010	Burlington	Burlington	Liberal Party of Canada	Parti libéral du Canada	Torsney	Paddy		(905) 637-8909	20-Sep-2008	10:30:00
35010	Burlington	Burlington	Conservative Party of Canada	Parti conservateur du Canada	Wallace	Mike		(905) 634-2996	12-Sep-2008	05:00:00
35011	Cambridge	Cambridge	Green Party of Canada	Le Parti Vert du Canada	Cosman	Scott			20-Sep-2008	11:30:00
35011	Cambridge	Cambridge	Conservative Party of Canada	Parti conservateur du Canada	Goodyear	Gary		(519) 624-9319	17-Sep-2008	08:30:00
35011	Cambridge	Cambridge	New Democratic Party	Nouveau Parti démocratique	Lombardi	Max		(519) 620-2888	13-Sep-2008	04:30:00
35011	Cambridge	Cambridge	Liberal Party of Canada	Parti libéral du Canada	Zeilstra	Gord		(519) 574-2000	16-Sep-2008	01:10:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	New Democratic Party	Nouveau Parti démocratique	Arbour	Paul		(613) 327-0931	13-Sep-2008	04:00:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	Green Party of Canada	Le Parti Vert du Canada	Cole	Jake		(613) 324-7670	16-Sep-2008	10:00:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	Liberal Party of Canada	Parti libéral du Canada	MacKinnon	Justin		(613) 836-8902	13-Sep-2008	02:25:00
35012	Carleton--Mississippi Mills	Carleton--Mississippi Mills	Conservative Party of Canada	Parti conservateur du Canada	O'Connor	Gordon		(613) 595-0861	12-Sep-2008	05:45:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	Green Party of Canada	Le Parti Vert du Canada	Abbott	Alina		(519) 354-2887	18-Sep-2008	01:00:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	New Democratic Party	Nouveau Parti démocratique	Cadotte	Ron			13-Sep-2008	03:25:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	Liberal Party of Canada	Parti libéral du Canada	Daudlin	Matt		(519) 326-3077	11-Sep-2008	06:30:00
35013	Chatham-Kent--Essex	Chatham-Kent--Essex	Conservative Party of Canada	Parti conservateur du Canada	Van Kesteren	Dave		(519) 355-0061	15-Sep-2008	11:28:00
35014	Durham	Durham	Green Party of Canada	Le Parti Vert du Canada	Leahy	Stephen		(905) 862-3044	19-Sep-2008	08:45:00
35014	Durham	Durham	New Democratic Party	Nouveau Parti démocratique	McKeever	Andrew		(905) 623-8633	19-Sep-2008	04:30:00
35014	Durham	Durham	Conservative Party of Canada	Parti conservateur du Canada	Oda	Bev		(905) 623-5390	11-Sep-2008	09:15:00
35014	Durham	Durham	Liberal Party of Canada	Parti libéral du Canada	Ransom	Bryan		1 866 956-8683	16-Sep-2008	08:30:00
35014	Durham	Durham	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Zekveld	Henry			18-Sep-2008	04:15:00
35015	Davenport	Davenport	New Democratic Party	Nouveau Parti démocratique	Ferreira	Peter		(416) 531-9077	16-Sep-2008	07:25:00
35015	Davenport	Davenport	Communist Party of Canada	Parti communiste du Canada	Figueroa	Miguel		(416) 469-2446	19-Sep-2008	04:00:00
35015	Davenport	Davenport	Independent	Indépendant	Forrest	Wendy			22-Sep-2008	03:50:00
35015	Davenport	Davenport	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Luisi	Simon		(416) 462-9541	16-Sep-2008	06:35:00
35015	Davenport	Davenport	Conservative Party of Canada	Parti conservateur du Canada	Rodrigues	Theresa		(416) 532-6748	17-Sep-2008	12:40:00
35015	Davenport	Davenport	Green Party of Canada	Le Parti Vert du Canada	Scott	Wayne		(416) 588-2697	16-Sep-2008	12:35:00
35015	Davenport	Davenport	Liberal Party of Canada	Parti libéral du Canada	Silva	Mario		(416) 654-4560	16-Sep-2008	09:08:00
35015	Davenport	Davenport	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Thompson	Sarah		(416) 253-4475	18-Sep-2008	06:10:00
35016	Don Valley East	Don Valley-Est	Green Party of Canada	Le Parti Vert du Canada	Clements	Wayne		(416) 805-9296	19-Sep-2008	04:30:00
35016	Don Valley East	Don Valley-Est	New Democratic Party	Nouveau Parti démocratique	Hynes	Mary Trapani		(416) 425-5902	17-Sep-2008	01:05:00
35016	Don Valley East	Don Valley-Est	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Kovalenko	Alex		(416) 443-3495	22-Sep-2008	11:00:00
35016	Don Valley East	Don Valley-Est	Conservative Party of Canada	Parti conservateur du Canada	McDermott	Eugene		(647) 435-4914	12-Sep-2008	03:20:00
35016	Don Valley East	Don Valley-Est	Liberal Party of Canada	Parti libéral du Canada	Ratansi	Yasmin		(416) 751-2650	12-Sep-2008	12:45:00
35017	Don Valley West	Don Valley-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Carmichael	John		(416) 444-3336	15-Sep-2008	07:30:00
35017	Don Valley West	Don Valley-Ouest	Communist Party of Canada	Parti communiste du Canada	Holliday	Catherine		(416) 533-6630	19-Sep-2008	03:25:00
35017	Don Valley West	Don Valley-Ouest	Liberal Party of Canada	Parti libéral du Canada	Oliphant	Rob		(416) 421-6515	18-Sep-2008	09:15:00
35017	Don Valley West	Don Valley-Ouest	New Democratic Party	Nouveau Parti démocratique	Sparrow	David		(416) 696-1439	12-Sep-2008	06:37:00
35017	Don Valley West	Don Valley-Ouest	Green Party of Canada	Le Parti Vert du Canada	Wilcock	Georgina		(416) 449-7913	12-Sep-2008	01:13:00
35018	Dufferin--Caledon	Dufferin--Caledon	New Democratic Party	Nouveau Parti démocratique	Bissett	Jason			18-Sep-2008	11:00:00
35018	Dufferin--Caledon	Dufferin--Caledon	Liberal Party of Canada	Parti libéral du Canada	Finch	Rebecca			15-Sep-2008	05:10:00
35018	Dufferin--Caledon	Dufferin--Caledon	Conservative Party of Canada	Parti conservateur du Canada	Tilson	David			12-Sep-2008	04:45:00
35018	Dufferin--Caledon	Dufferin--Caledon	Green Party of Canada	Le Parti Vert du Canada	Van Leeuwen	Ard			13-Sep-2008	04:00:00
35018	Dufferin--Caledon	Dufferin--Caledon	Canadian Action Party	Parti action canadienne	Woods	Dean		(519) 731-1277	22-Sep-2008	10:30:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	New Democratic Party	Nouveau Parti démocratique	Chatwin	Justin			20-Sep-2008	07:06:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	Green Party of Canada	Le Parti Vert du Canada	James	Andrew			16-Sep-2008	05:30:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	Conservative Party of Canada	Parti conservateur du Canada	Oliver	Joe		(416) 534-0033	17-Sep-2008	01:03:00
35019	Eglinton--Lawrence	Eglinton--Lawrence	Liberal Party of Canada	Parti libéral du Canada	Volpe	Joseph		(416) 787-7345	13-Sep-2008	09:58:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Canadian Action Party	Parti action canadienne	Arlow	Will		(519) 852-8279	22-Sep-2008	10:30:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Green Party of Canada	Le Parti Vert du Canada	Burgon	Noel		(519) 852-6635	11-Sep-2008	05:50:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	New Democratic Party	Nouveau Parti démocratique	Dolby	Ryan		(519) 777-9639	11-Sep-2008	05:25:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Hiemstra	Carl		(519) 633-1977	20-Sep-2008	01:45:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Conservative Party of Canada	Parti conservateur du Canada	Preston	Joe		(519) 637-6577	16-Sep-2008	09:00:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Liberal Party of Canada	Parti libéral du Canada	van Bommel	Suzanne		(519) 633-5424	12-Sep-2008	01:00:00
35020	Elgin--Middlesex--London	Elgin--Middlesex--London	Independent	Indépendant	van Holst	Michael		1 877 645-3129	12-Sep-2008	06:25:00
35021	Essex	Essex	Green Party of Canada	Le Parti Vert du Canada	Bachynsky	Richard			19-Sep-2008	05:00:00
35021	Essex	Essex	New Democratic Party	Nouveau Parti démocratique	Natyshak	Taras			15-Sep-2008	02:25:00
35021	Essex	Essex	Conservative Party of Canada	Parti conservateur du Canada	Watson	Jeff		(519) 776-1414	15-Sep-2008	07:45:00
35021	Essex	Essex	Liberal Party of Canada	Parti libéral du Canada	Whelan	Susan		(519) 776-9500	11-Sep-2008	06:40:00
35022	Etobicoke Centre	Etobicoke-Centre	Conservative Party of Canada	Parti conservateur du Canada	Kuhn	Axel		(416) 239-2856	16-Sep-2008	01:45:00
35022	Etobicoke Centre	Etobicoke-Centre	Green Party of Canada	Le Parti Vert du Canada	Schaffer	Marion		(905) 847-6522	20-Sep-2008	01:00:00
35022	Etobicoke Centre	Etobicoke-Centre	New Democratic Party	Nouveau Parti démocratique	Schwartz	Joseph		(416) 591-8637	19-Sep-2008	03:15:00
35022	Etobicoke Centre	Etobicoke-Centre	Liberal Party of Canada	Parti libéral du Canada	Wrzesnewskyj	Borys		(416) 621-1060	16-Sep-2008	01:45:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Conservative Party of Canada	Parti conservateur du Canada	Boyer	Patrick		(416) 255-9111	13-Sep-2008	12:50:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Green Party of Canada	Le Parti Vert du Canada	Corail	Dave		(416) 880-4505	16-Sep-2008	08:55:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Liberal Party of Canada	Parti libéral du Canada	Ignatieff	Michael		(416) 255-9796	11-Sep-2008	04:10:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	New Democratic Party	Nouveau Parti démocratique	McHugh-Russell	Liam		(416) 245-4888	18-Sep-2008	01:30:00
35023	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Murray	Janice		(416) 253-4475	18-Sep-2008	04:00:00
35024	Etobicoke North	Etobicoke-Nord	Green Party of Canada	Le Parti Vert du Canada	Barriffe	Nigel			20-Sep-2008	12:55:00
35024	Etobicoke North	Etobicoke-Nord	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Di Carlo	Anna		(416) 253-4475	19-Sep-2008	08:45:00
35024	Etobicoke North	Etobicoke-Nord	Liberal Party of Canada	Parti libéral du Canada	Duncan	Kirsty		(416) 744-3938	19-Sep-2008	02:15:00
35024	Etobicoke North	Etobicoke-Nord	New Democratic Party	Nouveau Parti démocratique	Naqvi	Ali		(416) 746-7214	19-Sep-2008	08:02:00
35024	Etobicoke North	Etobicoke-Nord	Conservative Party of Canada	Parti conservateur du Canada	Saroya	Bob		(416) 747-5085	18-Sep-2008	09:45:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Liberal Party of Canada	Parti libéral du Canada	Boudria	Dan		(613) 446-7254	12-Sep-2008	11:30:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	New Democratic Party	Nouveau Parti démocratique	Caron	Jean-Sébastien		(613) 764-0407	19-Sep-2008	02:45:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Conservative Party of Canada	Parti conservateur du Canada	Lemieux	Pierre		1 877 228-2232	16-Sep-2008	10:55:00
35025	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Green Party of Canada	Le Parti Vert du Canada	Lemieux	Sylvie			16-Sep-2008	06:30:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Green Party of Canada	Le Parti Vert du Canada	Hibma	Dick		(519) 470-2242	14-Sep-2008	02:39:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Kidd	Joel		(519) 599-3275	17-Sep-2008	06:23:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	New Democratic Party	Nouveau Parti démocratique	McIllwraith	Jill		(519) 986-4509	18-Sep-2008	07:10:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Conservative Party of Canada	Parti conservateur du Canada	Miller	Larry		(519) 371-7779	13-Sep-2008	05:00:00
35026	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Liberal Party of Canada	Parti libéral du Canada	Noble	Thom		(519) 416-3850	22-Sep-2008	01:28:00
35027	Guelph	Guelph	Libertarian Party of Canada	Parti Libertarien du Canada	Bender	Philip		(519) 833-1001	20-Sep-2008	11:30:00
