Electoral District Number / No. de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	Candidate's Initial / Initiale du candidat	Confirmation Date / Date de confirmation
46009	Saint Boniface	Saint-Boniface	Christian Heritage Party	Parti de l'Héritage Chrétien	Moquin-Perry	Jeannine		31/05/2004 17:40:00
46009	Saint Boniface	Saint-Boniface	Marijuana Party	Parti Marijuana	Buors	Chris		5/6/04 17:45
46009	Saint Boniface	Saint-Boniface	Communist	Communiste	Guay	Gérard		4/6/04 15:30
46009	Saint Boniface	Saint-Boniface	Green Party	Parti Vert	Backé	Daniel		5/6/04 10:50
46010	Selkirk--Interlake	Selkirk--Interlake	Liberal	Libéral	Benson	Bruce		3/6/04 14:25
46010	Selkirk--Interlake	Selkirk--Interlake	Conservative	conservateur	Bezan	James		2/6/04 9:05
46010	Selkirk--Interlake	Selkirk--Interlake	Christian Heritage Party	Parti de l'Héritage Chrétien	Barendregt	Anthony		31/05/2004 11:21:00
46010	Selkirk--Interlake	Selkirk--Interlake	N.D.P.	N.P.D.	Nicol	Duane		3/6/04 9:08
46010	Selkirk--Interlake	Selkirk--Interlake	Green Party	Parti Vert	Farley	Trevor		3/6/04 17:56
46011	Winnipeg Centre	Winnipeg-Centre	Liberal	Libéral	Northcott	David		1/6/04 13:00
46011	Winnipeg Centre	Winnipeg-Centre	Communist	Communiste	Carr	Anna-Celestrya		2/6/04 19:00
46011	Winnipeg Centre	Winnipeg-Centre	Marijuana Party	Parti Marijuana	Siedleski	John	M.	7/6/04 11:20
46011	Winnipeg Centre	Winnipeg-Centre	Conservative	conservateur	Eng	Robert		4/6/04 19:00
46011	Winnipeg Centre	Winnipeg-Centre	Independent	Indépendant	Schweitzer	Douglas	Edward	4/6/04 15:30
46011	Winnipeg Centre	Winnipeg-Centre	Green Party	Parti Vert	Faye	Robin (Pilar)		3/6/04 13:30
46011	Winnipeg Centre	Winnipeg-Centre	N.D.P.	N.P.D.	Martin	Pat		31/05/2004 15:00:00
46012	Winnipeg North	Winnipeg-Nord	Liberal	Libéral	Pagtakhan	Rey	D.	28/05/2004 20:30:00
46012	Winnipeg North	Winnipeg-Nord	Conservative	conservateur	Stevenson	Kris		4/6/04 12:09
46012	Winnipeg North	Winnipeg-Nord	Christian Heritage Party	Parti de l'Héritage Chrétien	Truijen	Eric		4/6/04 17:41
46012	Winnipeg North	Winnipeg-Nord	Communist	Communiste	Rankin	Darrell		5/6/04 19:00
46012	Winnipeg North	Winnipeg-Nord	Green Party	Parti Vert	Weinberg	Alon		2/6/04 21:40
46012	Winnipeg North	Winnipeg-Nord	N.D.P.	N.P.D.	Wasylycia-Leis	Judy		1/6/04 18:22
46013	Winnipeg South	Winnipeg-Sud	Liberal	Libéral	Alcock	Reg		29/05/2004 16:15:00
46013	Winnipeg South	Winnipeg-Sud	Conservative	conservateur	Bruinooge	Rod		28/05/2004 18:30:00
46013	Winnipeg South	Winnipeg-Sud	Christian Heritage Party	Parti de l'Héritage Chrétien	MacDiarmid	Jane		3/6/04 18:50
46013	Winnipeg South	Winnipeg-Sud	Green Party	Parti Vert	Cameron	Ron		3/6/04 14:45
46013	Winnipeg South	Winnipeg-Sud	N.D.P.	N.P.D.	Green	Catherine		31/05/2004 17:30:00
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	Liberal	Libéral	Neville	Anita		3/6/04 13:30
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	N.D.P.	N.P.D.	Allum	James		31/05/2004 13:30:00
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	Green Party	Parti Vert	Scott	Ian		31/05/2004 15:00:00
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	Canadian Action	Action canadienne	Thompson	Magnus		31/05/2004 10:00:00
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	Conservative	conservateur	Joshi	Raj		2/6/04 17:20
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	Marijuana Party	Parti Marijuana	Caisse	Andy		7/6/04 13:05
46014	Winnipeg South Centre	Winnipeg-Centre-Sud	Communist	Communiste	Dalgliesh	Andrew		4/6/04 17:45
47001	Battlefords--Lloydminster	Battlefords--Lloydminster	Liberal	Libéral	Price	Del		5/6/04 13:45
47001	Battlefords--Lloydminster	Battlefords--Lloydminster	N.D.P.	N.P.D.	McKee	Shawn		4/6/04 14:30
47001	Battlefords--Lloydminster	Battlefords--Lloydminster	Conservative	conservateur	Ritz	Gerry		1/6/04 13:00
47001	Battlefords--Lloydminster	Battlefords--Lloydminster	Christian Heritage Party	Parti de l'Héritage Chrétien	Stephan	Diane		1/6/04 14:06
47001	Battlefords--Lloydminster	Battlefords--Lloydminster	Green Party	Parti Vert	Pearson	Kelsey		6/6/04 13:30
47002	Blackstrap	Blackstrap	Liberal	Libéral	Paulsen	Tiffany		1/6/04 18:34
47002	Blackstrap	Blackstrap	N.D.P.	N.P.D.	Kossick	Don		1/6/04 12:03
47002	Blackstrap	Blackstrap	Conservative	conservateur	Yelich	Lynne		31/05/2004 09:03:00
47002	Blackstrap	Blackstrap	Christian Heritage Party	Parti de l'Héritage Chrétien	Sundberg	Clayton	A.	4/6/04 11:45
47002	Blackstrap	Blackstrap	Green Party	Parti Vert	Oliphant	Lynn		30/05/2004 14:07:00
47003	Churchill River	Rivière Churchill	Liberal	Libéral	Ducharme	Al		2/6/04 2:45
47003	Churchill River	Rivière Churchill	Conservative	conservateur	Harrison	Jeremy		27/05/2004 08:55:00
47003	Churchill River	Rivière Churchill	Independent	Indépendant	Laliberte	Rick		7/6/04 11:30
47003	Churchill River	Rivière Churchill	Green Party	Parti Vert	Gall	Marcella		7/6/04 12:35
47003	Churchill River	Rivière Churchill	N.D.P.	N.P.D.	Cook	Earl		3/6/04 9:30
47004	Cypress Hills--Grasslands	Cypress Hills--Grasslands	Liberal	Libéral	Caton	Bill		2/6/04 17:30
47004	Cypress Hills--Grasslands	Cypress Hills--Grasslands	Conservative	conservateur	Anderson	David		27/05/2004 16:30:00
47004	Cypress Hills--Grasslands	Cypress Hills--Grasslands	Green Party	Parti Vert	Currie	Bev		3/6/04 22:20
47004	Cypress Hills--Grasslands	Cypress Hills--Grasslands	N.D.P.	N.P.D.	Potts	Jeff		1/6/04 16:30
47005	Palliser	Palliser	Liberal	Libéral	Williams	John		29/05/2004 17:40:00
47005	Palliser	Palliser	Christian Heritage Party	Parti de l'Héritage Chrétien	Stephan	Harold		1/6/04 14:00
47005	Palliser	Palliser	Conservative	conservateur	Batters	Dave		26/05/2004 10:00:00
47005	Palliser	Palliser	Green Party	Parti Vert	Rands	Brian		29/05/2004 17:45:00
47005	Palliser	Palliser	N.D.P.	N.P.D.	Proctor	Dick		28/05/2004 18:15:00
47006	Prince Albert	Prince Albert	Liberal	Libéral	Jahn	Patrick	W.	1/6/04 10:05
47006	Prince Albert	Prince Albert	Conservative	conservateur	Fitzpatrick	Brian		29/05/2004 14:30:00
47006	Prince Albert	Prince Albert	Green Party	Parti Vert	Loiselle	Marc		6/6/04 14:20
47006	Prince Albert	Prince Albert	N.D.P.	N.P.D.	Hovdebo	Don		1/6/04 14:58
47007	Regina--Lumsden--Lake Centre	Regina--Lumsden--Lake Centre	Liberal	Libéral	Anderson	Gary		3/6/04 9:00
47007	Regina--Lumsden--Lake Centre	Regina--Lumsden--Lake Centre	Green Party	Parti Vert	Agi	Fiorindo		1/6/04 12:15
47007	Regina--Lumsden--Lake Centre	Regina--Lumsden--Lake Centre	Conservative	conservateur	Lukiwski	Tom		4/6/04 13:15
47007	Regina--Lumsden--Lake Centre	Regina--Lumsden--Lake Centre	Independent	Indépendant	Spencer	Larry		27/05/2004 15:30:00
47007	Regina--Lumsden--Lake Centre	Regina--Lumsden--Lake Centre	N.D.P.	N.P.D.	Kovatch	Moe		31/05/2004 09:25:00
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Liberal	Libéral	Herle	Allyce		2/6/04 18:53
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Green Party	Parti Vert	Robilliard	Deanna		3/6/04 10:52
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	No Affiliation	Aucune appartenance	Widger	Lorne	Edward	3/6/04 20:06
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Conservative	conservateur	Scheer	Andrew		28/05/2004 16:22:00
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Christian Heritage Party	Parti de l'Héritage Chrétien	Nelson	Mary	Sylvia	2/6/04 20:21
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	N.D.P.	N.P.D.	Nystrom	Lorne	Edmund	28/05/2004 20:23:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Liberal	Libéral	Wolfe	Patrick		30/05/2004 14:00:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Green Party	Parti Vert	Schriml	Ron		6/6/04 15:36
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	N.D.P.	N.P.D.	Wiebe	Nettie		3/6/04 12:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Conservative	conservateur	Trost	Bradley	R.	29/05/2004 12:00:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Independent	Indépendant	Pankiw	Jim		27/05/2004 19:00:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	No Affiliation	Aucune appartenance	Zarysky	Larry		6/6/04 16:40
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Liberal	Libéral	Luczka	Myron		3/6/04 17:06
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Conservative	conservateur	Skelton	Carol		29/05/2004 16:00:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	N.D.P.	N.P.D.	Gruending	Dennis		30/05/2004 14:00:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Green Party	Parti Vert	Barsky	Rick		3/6/04 15:46
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Liberal	Libéral	Axworthy	Chris		27/05/2004 16:05:00
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Conservative	conservateur	Vellacott	Maurice		27/05/2004 19:40:00
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Green Party	Parti Vert	Greenfield	David		1/6/04 16:40
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	N.D.P.	N.P.D.	Settee	Priscilla		2/6/04 14:52
47012	Souris--Moose Mountain	Souris--Moose Mountain	Liberal	Libéral	McKague	Lonny		31/05/2004 15:50:00
47012	Souris--Moose Mountain	Souris--Moose Mountain	N.D.P.	N.P.D.	Stringer	Robert	Stephen	1/6/04 11:05
47012	Souris--Moose Mountain	Souris--Moose Mountain	Green Party	Parti Vert	Gonzalez	Sigfredo		1/6/04 20:15
47012	Souris--Moose Mountain	Souris--Moose Mountain	Christian Heritage Party	Parti de l'Héritage Chrétien	Jacobson	Robert	Thomas	5/6/04 14:15
47012	Souris--Moose Mountain	Souris--Moose Mountain	Conservative	conservateur	Komarnicki	Ed		28/05/2004 15:30:00
47012	Souris--Moose Mountain	Souris--Moose Mountain	Independent	Indépendant	Devine	Grant		3/6/04 18:55
47013	Wascana	Wascana	Liberal	Libéral	Goodale	Ralph		27/05/2004 19:45:00
47013	Wascana	Wascana	N.D.P.	N.P.D.	Weir	Erin	M. K.	2/6/04 14:40
47013	Wascana	Wascana	Conservative	conservateur	Cryer	Doug		29/05/2004 12:35:00
47013	Wascana	Wascana	Green Party	Parti Vert	Robilliard	Darcy		2/6/04 11:17
47014	Yorkton--Melville	Yorkton--Melville	Liberal	Libéral	Quewezance	Ted		2/6/04 12:06
47014	Yorkton--Melville	Yorkton--Melville	N.D.P.	N.P.D.	Olson	Don		1/6/04 12:52
47014	Yorkton--Melville	Yorkton--Melville	Conservative	conservateur	Breitkreuz	Garry		28/05/2004 18:01:00
47014	Yorkton--Melville	Yorkton--Melville	Independent	Indépendant	Sawkiw	David		1/6/04 16:28
47014	Yorkton--Melville	Yorkton--Melville	Green Party	Parti Vert	Pilchner	Ralph		5/6/04 9:11
48001	Athabasca	Athabasca	Liberal	Libéral	Faulkner	Doug		4/6/04 14:45
48001	Athabasca	Athabasca	Conservative	conservateur	Jean	Brian		2/6/04 8:30
48001	Athabasca	Athabasca	N.D.P.	N.P.D.	Cree	Robert		7/6/04 13:45
48001	Athabasca	Athabasca	Green Party	Parti Vert	Hopfe	Ian		3/6/04 15:45
48002	Calgary East	Calgary-Est	Liberal	Libéral	Maxim	James		5/6/04 16:42
48002	Calgary East	Calgary-Est	N.D.P.	N.P.D.	Thomas	Elizabeth		4/6/04 16:20
48002	Calgary East	Calgary-Est	Communist	Communiste	Devine	Jason	Corey	7/6/04 13:11
48002	Calgary East	Calgary-Est	Conservative	conservateur	Obhrai	Deepak		31/05/2004 16:25:00
48002	Calgary East	Calgary-Est	Green Party	Parti Vert	Christie	Dean	Kenneth	2/6/04 3:35
48003	Calgary North Centre	Calgary-Centre-Nord	Liberal	Libéral	McClusky	Cathy		28/05/2004 19:05:00
48003	Calgary North Centre	Calgary-Centre-Nord	Marxist-Leninist	Marxiste-Léniniste	Askin	Margaret	Peggy	1/6/04 12:40
48003	Calgary North Centre	Calgary-Centre-Nord	Conservative	conservateur	Prentice	Jim		27/05/2004 17:00:00
48003	Calgary North Centre	Calgary-Centre-Nord	Independent	Indépendant	Falconar	Michael		29/05/2004 12:30:00
48003	Calgary North Centre	Calgary-Centre-Nord	N.D.P.	N.P.D.	Chan	John		31/05/2004 14:15:00
48003	Calgary North Centre	Calgary-Centre-Nord	Green Party	Parti Vert	MacGillivray	Mark		31/05/2004 19:15:00
48004	Calgary Northeast	Calgary-Nord-Est	Liberal	Libéral	Muti	Dale		1/6/04 20:51
48004	Calgary Northeast	Calgary-Nord-Est	Conservative	conservateur	Hanger	Art		4/6/04 13:15
48004	Calgary Northeast	Calgary-Nord-Est	Canadian Action	Action canadienne	Garland	Steve		4/6/04 13:10
48004	Calgary Northeast	Calgary-Nord-Est	Green Party	Parti Vert	DuFord	Morgan		5/6/04 17:01
48004	Calgary Northeast	Calgary-Nord-Est	N.D.P.	N.P.D.	Cattabeni	Giorgio		3/6/04 13:51
48005	Calgary--Nose Hill	Calgary--Nose Hill	Liberal	Libéral	Haney	Ted		2/6/04 11:30
48005	Calgary--Nose Hill	Calgary--Nose Hill	Conservative	conservateur	Ablonczy	Diane		1/6/04 11:30
48005	Calgary--Nose Hill	Calgary--Nose Hill	Green Party	Parti Vert	Larson	Richard		5/6/04 13:44
48005	Calgary--Nose Hill	Calgary--Nose Hill	N.D.P.	N.P.D.	Dey	Vinay		4/6/04 19:23
48006	Calgary South Centre	Calgary-Centre-Sud	Liberal	Libéral	Turnbull	Julia		29/05/2004 16:11:00
48006	Calgary South Centre	Calgary-Centre-Sud	Conservative	conservateur	Richardson	Lee		29/05/2004 16:12:00
48006	Calgary South Centre	Calgary-Centre-Sud	Canadian Action	Action canadienne	Grover	Trevor		1/6/04 19:30
48006	Calgary South Centre	Calgary-Centre-Sud	Green Party	Parti Vert	Liesemer	Phillip	K.	1/6/04 18:45
48006	Calgary South Centre	Calgary-Centre-Sud	N.D.P.	N.P.D.	Purdy	Keith		3/6/04 17:40
48007	Calgary Southeast	Calgary-Sud-Est	Liberal	Libéral	Tanner	Jim		2/6/04 16:00
48007	Calgary Southeast	Calgary-Sud-Est	Green Party	Parti Vert	Read	George		4/6/04 10:00
48007	Calgary Southeast	Calgary-Sud-Est	Conservative	conservateur	Kenney	Jason		31/05/2004 15:00:00
48007	Calgary Southeast	Calgary-Sud-Est	N.D.P.	N.P.D.	Pincott	Brian		4/6/04 13:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Liberal	Libéral	Roberts	Avalon		30/05/2004 20:00:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Conservative	conservateur	Harper	Stephen	J.	31/05/2004 20:05:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Christian Heritage Party	Parti de l'Héritage Chrétien	Heather	Larry	R.	4/6/04 20:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Marijuana Party	Parti Marijuana	de Pelham	Mark		5/6/04 16:55
48008	Calgary Southwest	Calgary-Sud-Ouest	Green Party	Parti Vert	Kraus	Darcy		5/6/04 18:06
48008	Calgary Southwest	Calgary-Sud-Ouest	N.D.P.	N.P.D.	Fox	Daria		5/6/04 10:45
48009	Calgary West	Calgary-Ouest	Liberal	Libéral	Thompson	Justin		3/6/04 11:56
48009	Calgary West	Calgary-Ouest	Canadian Action	Action canadienne	Kohut	James	S.	4/6/04 9:00
48009	Calgary West	Calgary-Ouest	Marxist-Leninist	Marxiste-Léniniste	Vachon	André		3/6/04 17:20
48009	Calgary West	Calgary-Ouest	Green Party	Parti Vert	Roberts	Danielle		3/6/04 9:50
48009	Calgary West	Calgary-Ouest	N.D.P.	N.P.D.	Patterson	Tim		3/6/04 14:40
48009	Calgary West	Calgary-Ouest	Conservative	conservateur	Anders	Rob		26/05/2004 11:30:00
48010	Crowfoot	Crowfoot	Liberal	Libéral	Campbell	Adam		2/6/04 16:54
48010	Crowfoot	Crowfoot	Green Party	Parti Vert	Baker	Arnold		29/05/2004 14:10:00
48010	Crowfoot	Crowfoot	Marijuana Party	Parti Marijuana	Cornelssen	Max	Leonard	7/6/04 19:05
48010	Crowfoot	Crowfoot	N.D.P.	N.P.D.	Parker	Ellen		3/6/04 9:05
48010	Crowfoot	Crowfoot	Conservative	conservateur	Sorenson	Kevin		6/6/04 12:30
48011	Edmonton--Beaumont	Edmonton--Beaumont	Liberal	Libéral	Kilgour	David		28/05/2004 21:47:00
48011	Edmonton--Beaumont	Edmonton--Beaumont	Communist	Communiste	Rankin	Naomi		1/6/04 11:40
48011	Edmonton--Beaumont	Edmonton--Beaumont	Green Party	Parti Vert	Garfinkle	Michael		28/05/2004 19:30:00
48011	Edmonton--Beaumont	Edmonton--Beaumont	Conservative	conservateur	Uppal	Tim		4/6/04 15:05
48011	Edmonton--Beaumont	Edmonton--Beaumont	N.D.P.	N.P.D.	Reikie	Paul		29/05/2004 13:15:00
48012	Edmonton Centre	Edmonton-Centre	Liberal	Libéral	McLellan	Anne		29/05/2004 10:55:00
48012	Edmonton Centre	Edmonton-Centre	PC Party	Parti PC	Tisdall	Sean		7/6/04 19:40
48012	Edmonton Centre	Edmonton-Centre	Conservative	conservateur	Hawn	Laurie		29/05/2004 11:35:00
48012	Edmonton Centre	Edmonton-Centre	Marijuana Party	Parti Marijuana	Kenny	Lyle		7/6/04 14:30
48012	Edmonton Centre	Edmonton-Centre	Independent	Indépendant	Baloun	John		3/6/04 20:45
48012	Edmonton Centre	Edmonton-Centre	Marxist-Leninist	Marxiste-Léniniste	Morton	Peggy		2/6/04 15:30
48012	Edmonton Centre	Edmonton-Centre	Green Party	Parti Vert	Parker	David	J.	5/6/04 10:30
48012	Edmonton Centre	Edmonton-Centre	N.D.P.	N.P.D.	McMaster	Meghan		3/6/04 17:30
48013	Edmonton East	Edmonton-Est	Liberal	Libéral	Bethel	John		29/05/2004 13:30:00
48013	Edmonton East	Edmonton-Est	N.D.P.	N.P.D.	Strudwick	Janina		4/6/04 12:40
48013	Edmonton East	Edmonton-Est	Green Party	Parti Vert	Light	Harlan		29/05/2004 15:25:00
48013	Edmonton East	Edmonton-Est	Christian Heritage Party	Parti de l'Héritage Chrétien	Spronk	Ed		28/05/2004 12:35:00
48013	Edmonton East	Edmonton-Est	Conservative	conservateur	Goldring	Peter		4/6/04 15:00
48014	Edmonton--Leduc	Edmonton--Leduc	Liberal	Libéral	King	Bruce		3/6/04 17:15
48014	Edmonton--Leduc	Edmonton--Leduc	Green Party	Parti Vert	Sinclair	Bruce		5/6/04 11:00
48014	Edmonton--Leduc	Edmonton--Leduc	N.D.P.	N.P.D.	McLachlan	Doug		2/6/04 14:24
48014	Edmonton--Leduc	Edmonton--Leduc	Conservative	conservateur	Rajotte	James		2/6/04 10:15
48015	Edmonton--St. Albert	Edmonton--St. Albert	Liberal	Libéral	Saeed	Moe		2/6/04 18:43
48015	Edmonton--St. Albert	Edmonton--St. Albert	N.D.P.	N.P.D.	Melymick	Mike		5/6/04 9:10
48015	Edmonton--St. Albert	Edmonton--St. Albert	Conservative	conservateur	Williams	John		31/05/2004 17:55:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Green Party	Parti Vert	Bitangcol	Conrad	A.	3/6/04 10:42
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Liberal	Libéral	Towns	Maureen		1/6/04 15:10
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Green Party	Parti Vert	Marean	Margaret		29/05/2004 12:40:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	N.D.P.	N.P.D.	Harwood	Chris		4/6/04 14:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Conservative	conservateur	Epp	Ken		7/6/04 12:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Liberal	Libéral	Mather	Neil		26/05/2004 11:45:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	N.D.P.	N.P.D.	Phillips	Hayley		3/6/04 9:45
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Conservative	conservateur	Ambrose	Rona		26/05/2004 16:30:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Green Party	Parti Vert	Paschen	Jerry		31/05/2004 20:15:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Liberal	Libéral	Carlson	Debby		30/05/2004 15:00:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Green Party	Parti Vert	Wakefield	Cameron		2/6/04 14:42
48018	Edmonton--Strathcona	Edmonton--Strathcona	Marxist-Leninist	Marxiste-Léniniste	Hunter	Kevan		2/6/04 14:34
48018	Edmonton--Strathcona	Edmonton--Strathcona	Conservative	conservateur	Jaffer	Rahim		30/05/2004 14:00:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Marijuana Party	Parti Marijuana	Dowling	Dave		5/6/04 9:10
48018	Edmonton--Strathcona	Edmonton--Strathcona	N.D.P.	N.P.D.	Azania	Malcolm		1/6/04 14:45
48019	Lethbridge	Lethbridge	Liberal	Libéral	Nicol	Ken		31/05/2004 19:30:00
48019	Lethbridge	Lethbridge	N.D.P.	N.P.D.	Thomas	Melanee		31/05/2004 21:00:00
48019	Lethbridge	Lethbridge	Marijuana Party	Parti Marijuana	Sobie	Dustin		2/6/04 11:45
48019	Lethbridge	Lethbridge	Conservative	conservateur	Casson	Rick		28/05/2004 16:20:00
48019	Lethbridge	Lethbridge	Christian Heritage Party	Parti de l'Héritage Chrétien	Vanden Broek	Ken		29/05/2004 19:00:00
48019	Lethbridge	Lethbridge	Green Party	Parti Vert	Matthews	Erin	Marie	6/6/04 12:00
48020	Macleod	Macleod	Liberal	Libéral	Shade	Chris		2/6/04 16:58
48020	Macleod	Macleod	N.D.P.	N.P.D.	Thomas	Joyce		31/05/2004 09:30:00
48020	Macleod	Macleod	Conservative	conservateur	Menzies	Ted		28/05/2004 16:00:00
48020	Macleod	Macleod	Green Party	Parti Vert	Fadeeff	Laurel	Denise	3/6/04 9:33
48021	Medicine Hat	Medicine Hat	Liberal	Libéral	Cocks	Bill		2/6/04 19:45
48021	Medicine Hat	Medicine Hat	Conservative	conservateur	Solberg	Monte	Kenton	1/6/04 10:30
48021	Medicine Hat	Medicine Hat	Green Party	Parti Vert	Dodd	Kevin		28/05/2004 12:39:00
48021	Medicine Hat	Medicine Hat	N.D.P.	N.P.D.	Stroh	Betty		2/6/04 20:30
48022	Peace River	Peace River	Liberal	Libéral	Carlstrom	Lyle		29/05/2004 16:25:00
48022	Peace River	Peace River	Conservative	conservateur	Penson	Charlie		31/05/2004 13:35:00
48022	Peace River	Peace River	Green Party	Parti Vert	Pettit	Benjamin	Morrison	4/6/04 9:45
48022	Peace River	Peace River	N.D.P.	N.P.D.	Thompson	Susan		29/05/2004 17:15:00
48023	Red Deer	Red Deer	Liberal	Libéral	Kurata	Luke		2/6/04 15:30
48023	Red Deer	Red Deer	N.D.P.	N.P.D.	Sloychuk	Jeff		2/6/04 16:30
48023	Red Deer	Red Deer	Green Party	Parti Vert	Marks	Garfield	John	2/6/04 17:00
48023	Red Deer	Red Deer	Conservative	conservateur	Mills	Bob		28/05/2004 10:40:00
48023	Red Deer	Red Deer	Canadian Action	Action canadienne	Cormack	Teena		3/6/04 17:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Liberal	Libéral	Stewart	Duff		31/05/2004 09:00:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	N.D.P.	N.P.D.	Legault	Len		5/6/04 10:25
48024	Vegreville--Wainwright	Vegreville--Wainwright	Conservative	conservateur	Benoit	Leon	E.	29/05/2004 10:00:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Green Party	Parti Vert	Kenney	James 		4/6/04 14:00
48025	Westlock--St. Paul	Westlock--St. Paul	Liberal	Libéral	Dion	Joe		2/6/04 14:58
48025	Westlock--St. Paul	Westlock--St. Paul	N.D.P.	N.P.D.	Kirkeby	Peggy		1/6/04 20:07
48025	Westlock--St. Paul	Westlock--St. Paul	Conservative	conservateur	Chatters	Dave		1/6/04 16:55
48025	Westlock--St. Paul	Westlock--St. Paul	Green Party	Parti Vert	McDonald	John	A.	31/05/2004 20:35:00
48026	Wetaskiwin	Wetaskiwin	Liberal	Libéral	Bonnett	Rick		30/05/2004 14:00:00
48026	Wetaskiwin	Wetaskiwin	Green Party	Parti Vert	Lampman	Tom		1/6/04 17:00
48026	Wetaskiwin	Wetaskiwin	N.D.P.	N.P.D.	Robson	Tim		4/6/04 16:30
48026	Wetaskiwin	Wetaskiwin	Conservative	conservateur	Johnston	Dale		3/6/04 15:00
48026	Wetaskiwin	Wetaskiwin	Canadian Action	Action canadienne	McKelvie	Brent		4/6/04 12:15
48027	Wild Rose	Wild Rose	Liberal	Libéral	Stewart	Judy		28/05/2004 15:30:00
48027	Wild Rose	Wild Rose	N.D.P.	N.P.D.	Horvath	Jeff		2/6/04 11:00
48027	Wild Rose	Wild Rose	Conservative	conservateur	Thompson	Myron		28/05/2004 17:05:00
48027	Wild Rose	Wild Rose	Green Party	Parti Vert	Foote	Chris		5/6/04 10:10
48028	Yellowhead	Yellowhead	Liberal	Libéral	Crossley	Peter		4/6/04 18:37
48028	Yellowhead	Yellowhead	N.D.P.	N.P.D.	Lapierre	Noel		1/6/04 19:20
48028	Yellowhead	Yellowhead	Conservative	conservateur	Merrifield	Rob		29/05/2004 16:35:00
48028	Yellowhead	Yellowhead	Christian Heritage Party	Parti de l'Héritage Chrétien	Strydhorst	Jacob		31/05/2004 16:38:00
48028	Yellowhead	Yellowhead	Green Party	Parti Vert	Stieglitz	Eric		2/6/04 13:00
59001	Abbotsford	Abbotsford	Liberal	Libéral	Gill	Moe		29/05/2004 16:09:00
59001	Abbotsford	Abbotsford	N.D.P.	N.P.D.	Fast	Scott		4/6/04 22:30
59001	Abbotsford	Abbotsford	Marijuana Party	Parti Marijuana	Felger	Tim		5/6/04 14:30
59001	Abbotsford	Abbotsford	Green Party	Parti Vert	Hann	Karl		5/6/04 16:57
59001	Abbotsford	Abbotsford	Marxist-Leninist	Marxiste-Léniniste	MacKay	David		6/6/04 13:40
59001	Abbotsford	Abbotsford	Conservative	conservateur	White	Randy		4/6/04 17:09
59001	Abbotsford	Abbotsford	Christian Heritage Party	Parti de l'Héritage Chrétien	Ludwig	Harold 	J.	7/6/04 10:04
59002	Burnaby--Douglas	Burnaby--Douglas	Liberal	Libéral	Cunningham	Bill		5/6/04 12:30
